epoch,phase,loss,acc,ece,nll
1,train,1.5972771427154542,0.4114,0.0,0.0
1,val,1.450075465774536,0.5097,0.15315281434059144,1.4500754919052123
2,train,1.066983781261444,0.61682,0.0,0.0
2,val,0.9816648338317872,0.6563,0.11064537734985351,0.9816648651123047
1,train,1.5916884979248047,0.4152,0.0,0.0
1,val,1.451636478805542,0.4706,0.1504952649116516,1.4516365032196046
2,train,1.1115765893363954,0.6008,0.0,0.0
2,val,1.0805538087844848,0.6226,0.11226844143867493,1.080553839302063
