epoch,phase,loss,acc,ece,nll
1,train,6.045144006195068,0.10048,0.0,0.0
1,val,2.320499119567871,0.1,0.032844068336486815,2.320499137878418
2,train,2.3123707678985594,0.09926,0.0,0.0
2,val,2.3088021717071534,0.1,0.030009830331802368,2.308802211380005
